Laurent Hyafil;journals/ipl/HyafilR76|conf/ifip/HyafilPV74;Adnan Menderes University;http://www.adu.edu.tr/;N/A
Laurent Mauborgne;conf/pldi/BlanchetCCFMMMR03;Siemens;;N/A
Laurent Mignet;conf/vldb/AbiteboulAAACHHMMMMSTV99|conf/vldb/AbiteboulACEMM99;Bosch;;N/A
Laurent Némirovski;conf/icdt/GardyN99;Fachhochschule St. Pölten;http://www.fh-stpoelten.ac.at/;N/A
Laurent Perron;conf/dbpl/CaseauP91;Hengli Group;;N/A
Laurent Raynal;conf/ssd/DavidRSM93;Université Hassan Ier - Settat;http://www.uh1.ac.ma/;N/A
Laurent Siklóssy;conf/aaai/SiklossyL82;Procter & Gamble;;N/A
Laurent Vieille;conf/vldb/Vieille98|journals/tcs/Vieille89|conf/dood/LefebvreV89|conf/sigmod/Vieille93|conf/eds/Vieille88|conf/eds/Vieille86|conf/iclp/Vieille87|conf/deductive/FriesenGLV93;Massey University;http://www.massey.ac.nz/;N/A
Lauri Hella;journals/iandc/Hella96|conf/lics/HellaKL94|conf/lics/HellaLNW99|conf/lics/Hella92;Cisco Systems;;N/A
Lauri Malmi;conf/pods/MalmiS99;Université de Caen Basse Normandie;http://www.unicaen.fr/;N/A
Laurie Rattner;journals/tse/HsuBRY91;Dai Ichi University, College of Technology;http://www.daiichi-koudai.ac.jp/;conf/dl/CrabtreeTON97|journals/is/Nijssen75|conf/coopis/SchmittS98|conf/ngits/MissikoffL93|conf/sigmod/Stonebraker91|conf/compgeom/AtallahG86|conf/aaai/Rowe82|conf/usenix/AngebranndtHLSS91|conf/ifip/UemuraYKOS80
Laveen N. Kanal;journals/ai/NauKK84;Brunel University Uxbridge;http://www.brunel.ac.uk/;N/A
Lawrence A. Bjork Jr.;journals/ibmsj/Bjork75;Tabari Institute of Higher Education;http://www.tabari.ac.ir/ ;N/A
Lawrence A. Rowe;journals/tkde/StonebrakerRH90|conf/icde/BellR92|conf/sigmod/WangR91|conf/sigmod/RoweS82|conf/sigmod/StonebrakerR86|conf/sigmod/RoweS79|conf/vldb/RoweS87|conf/vldb/StonebrakerR84|conf/vldb/StonebrakerR77|conf/vldb/Rowe85|journals/sigmod/RoweS81|journals/sigmod/BernsteinDDGGJLLMNRRSSSS89|journals/sigmod/Rowe92|journals/sigmod/StonebrakerRLGCBBB90|journals/spe/RoweDC89|journals/spe/RoweDMMST87|journals/tse/RoweS83|journals/computer/GemmellVKRR95|conf/berkeley/RoweB79|conf/sigmod/Rowe80|conf/sigmod/StonebrakerRLGCB90|conf/ds/StonebrakerRLGCBBB90|conf/spieSR/BoreczkyR96|conf/spieSR/FederighiR94|conf/spieSR/RoweBE94|conf/oodbs/Rowe86|conf/nossdav/RoweS92;College of St. Elizabeth;http://www.st-elizabeth.edu/;N/A
Lawrence B. Holder;journals/tkde/HolderC93|journals/tkde/DjokoCH97|journals/jiis/CookHD95|journals/jair/CookH94;Czech Technical University of Prague;http://www.cvut.cz/;N/A
Lawrence Birnbaum;journals/ai/StefikABBBHS82;Mitsubishi;;N/A
Lawrence C. Paulson;journals/jar/Paulson89;Trakia University Stara Zagora;http://www.uni-sz.bg/;N/A
Lawrence Cavedon;journals/jlp/CavedonL89|conf/iclp/Cavedon89|conf/csl/DeckerC89;Dell;;N/A
Lawrence Chung;conf/sigmod/NixonCLBMS87|conf/edbt/ChungRNM88|journals/is/ChungKMMMV91|journals/tse/MylopoulosCN92|conf/db-workshops/NixonCLBMS85|conf/caise/VassiliouMKCMM90|conf/caise/Chung91|conf/caise/Chung93;Tyumen State University;http://www.tsu.tmn.ru/;N/A
Lawrence D. Bergman;conf/sigmod/ChangBCLLS00;Universidad Técnica Estatal de Quevedo;http://www.uteq.edu.ec/;N/A
Lawrence D. Rogers;journals/acta/GonnetRG80;Western Bible College;http://www.westernbible.edu/;N/A
Lawrence D. Ryan;journals/cacm/HarneyKLRS91;Halmstad University College;http://www.hh.se/;N/A
Lawrence E. Flynn;journals/cacm/HummelSF92;California Institute of Integral Studies;http://www.ciis.edu/;N/A
Lawrence Flon;journals/cacm/HabermannFC76;ZF Friedrichshafen;;N/A
Lawrence H. Landweber;journals/tcs/JonesLL77;Universidad Tecnologica de la Mixteca;http://www.utm.mx/;N/A
Lawrence Hunter;conf/aaai/HarrisHS92;American University of Beirut;http://www.aub.edu.lb/;N/A
Lawrence J. Henschen;journals/tkde/YounKHH92|journals/tkde/LeeH95|journals/tkde/KuKH94|conf/icde/LeeHQ91|conf/icde/SungH95|conf/dasfaa/LeeH91|conf/dasfaa/ChoiH93|conf/sigmod/YounHH88|conf/sigmod/HanH87|journals/ipl/LuH92|journals/ipl/LeeH93|journals/jacm/McCuneH89|journals/jacm/HenschenN84|journals/tse/QadahHK91|journals/jar/YahyaH85|journals/apin/TorosluQH94|conf/fgcs/WuH88|conf/dood/HanH89|conf/adbt/HenschenMN82|conf/aaai/NaqviH80|conf/jcdkb/YounHH88|conf/parbase/ChangH90|conf/cade/LeeH90|conf/cade/ChiH88|conf/cade/CostaHLS90|conf/ijcai/NaqviH83;Tashkent Medical Academy;http://www.tma.uz/;N/A
Lawrence K. Saul;journals/jair/SaulJJ96;University of Central Texas;http://www.vvm.com/uct/;N/A
Lawrence M. Fagan;journals/cacm/TuKMFSF89|journals/ijmms/MusenFCS87;Arkansas State University, Mountain Home;http://www.asumh.edu/;N/A
Lawrence Markosian;journals/cacm/MarkosianNBBK94;Universität Fridericana Karlsruhe (Technische Hochschule);http://www.uni-karlsruhe.de/;N/A
Lawrence McNamee;journals/tkde/ChenM89|conf/icde/ChenM89|conf/icde/ChenMM90|conf/ssdbm/ChenMM88;University of Dallas;http://www.udallas.edu/;N/A
Lawrence O'Gorman;journals/jasis/HoffmanOSAM93|journals/computer/StoryOFSJ92|journals/computer/JagadishO89;Klaipeda University;http://www.ku.lt/;N/A
Lawrence Page;journals/debu/BrinMPW98|journals/cn/ChoGP98|journals/cn/BrinP98;Al-Yamamah College;http://www.alyamamah.edu.sa/;N/A
Lawrence R. Rogers;conf/sigmetrics/Garcia-MolinaPR87;Lenovo;;N/A
Lawrence Robinson;journals/cacm/RobinsonL77;Universidad de Monterrey;http://www.udem.edu.mx/;N/A
Lawrence S. Lefkowitz;journals/tois/CroftL84|journals/ijmms/LefkowitzL88;University of the West Indies St. Augustine;http://www.uwi.tt/;N/A
Lawrence S. Moss;conf/csl/GurevichM89;Universität Fridericana Karlsruhe (Technische Hochschule);http://www.uni-karlsruhe.de/;N/A
Lawrence Snyder;journals/tods/RosenbergS81|conf/sigmod/RosenbergS79|journals/tc/Snyder81|journals/jacm/LiptonS77|journals/mst/RosenbergS78|journals/jcss/Snyder81|journals/siamcomp/MillerPRS79|journals/siamcomp/RosenbergS78|conf/focs/JonesLS76|conf/focs/Snyder77;Novartis;;N/A
Lawrence T. Kou;journals/siamcomp/Kou77;China National Building Material Group;;N/A
Lawrence V. Saxton;journals/tkde/SaxtonR90|conf/icde/SarathySG93|conf/er/GuanLS98|conf/pods/ColbyRSG94|conf/icdt/LiS88|journals/sigmod/ParedaensBAGGTGSS92|journals/jcss/FischerSTG85|journals/tse/IpSR83;Mitsubishi Electric;;N/A
Lawrence W. Dowdy;journals/csur/DowdyF82|conf/berkeley/FosterDA81|conf/sigmetrics/RostiSWAD93;Universidad Técnica Estatal de Quevedo;http://www.uteq.edu.ec/;N/A
Lawrence W. McVoy;journals/tse/AgrawalCM87;China National Building Material Group;;N/A
Lawrence W. Wright;journals/jasis/WrightNAR99;California Institute of Integral Studies;http://www.ciis.edu/;N/A
Lawrence W. Zurawski;conf/oopsla/JohnsonGZ88;University of the Air;http://www.u-air.ac.jp/;N/A
Lawrence Yapp;conf/dl/YappYZ97|conf/icmcs/YappZ97;Perm State Pharmaceutical Academy;http://www.psfa.ru/;N/A
Laxmi N. Bhuyan;journals/tc/YangBL89|journals/computer/BhuyanYA89;Université Rennes II - Haute-Bretagne;http://www.uhb.fr/;N/A
Laxmikant V. Kalé;journals/ipl/Kale90|conf/iclp/Kale87|conf/iclp/KaleW84;Volkswagen Group;;N/A
Le Gruenwald;journals/tkde/GruenwaldCH98|journals/sigmod/GruenwaldBDGSSV99|conf/sigmod/GruenwaldE91|journals/joop/JunG98|journals/sigmod/GruenwaldL93|journals/is/ChenG96|journals/sigkdd/GoebelG99|journals/isci/DarmontG96|conf/rtdb/GruenwaldC97|conf/rtdb/HuangG96|conf/dexa/GayG97|conf/cikm/DirckzeG98;Ecole des Ingénieurs de la Ville de Paris;http://www.eivp-paris.fr/;N/A
Le Huu Nguyen;journals/tc/SuNEL79;Hitachi;;N/A
LeAnn Neal;conf/compcon/GibsonSCCDGHMNPSYZ95;Huawei;;N/A
LeRoy A. Franklin;journals/ipl/DriscollLF87;British Columbia Institute of Technology;http://www.bcit.ca/;N/A
Leah J. Siegel;journals/tc/SiegelSKMSS81|journals/tse/SiegelSS82;Lampang Vocational College   ;http://www.lampangvc.ac.th/;N/A
Leana Golubchik;journals/vldb/LawLG99|journals/debu/GolubchikLM95|journals/debu/GolubchikM94|conf/icde/LeungLG97|conf/sigmod/BersonGM95|journals/mms/LauLG98|journals/mms/GolubchikLM96|conf/ride/GolubchikLM92|conf/sigmetrics/GolubchickLM95|conf/icmcs/GolubchikLSG99|conf/icdcs/GolubchikT92|conf/mss/GolubchikMW95;Universidade Estadual de Campinas;http://www.unicamp.br/;N/A
Lee A. Appelbaum;conf/sigir/FungCAT90;Universidad Nacional del Nordeste;http://www.unne.edu.ar/;N/A
Lee A. Hollaar;journals/tods/HaskinH83|journals/tods/Hollaar78|journals/csur/RiloffH96|conf/vldb/HollaarR78|journals/computer/Hollaar79|conf/isca/Hollaar78;Universidad Privada Boliviana;http://www.upb.edu/;N/A
Lee D. Erman;journals/tc/LesserE80|journals/csur/ErmanHLR80|conf/aaai/BalzerELW80;Intel;;N/A
Lee G. Cooper;conf/ssdbm/GiuffridaCC98;American University in Dubai;http://www.aud.edu/;N/A
Lee Kock Hin;journals/sigops/WilkinsonACHMVWW81;Moody Bible Institute;http://www.moody.edu/;N/A
Lee L. Gremillion;journals/cacm/Gremillion82|journals/cacm/CaleGM79;AB Volvo;;N/A
Lee Luecking;conf/mss/Luecking95;Evangel University;http://www.evangel.edu/;N/A
Lee Naish;conf/vldb/ThomRN86|journals/debu/RamamohanaraoSBPNTZD87|journals/jlp/Naish84|journals/ngc/Naish92|conf/slp/Naish85|conf/iclp/NaishTR87|conf/iclp/Naish86;Bundelkhand University;http://www.bundelkhanduniversity.org/;N/A
Lee R. Gordon;journals/cacm/KonstanMMHGR97;Jinnah University for Women;http://www.juw.edu.pk/;N/A
Lee Schruben;journals/cacm/Schruben83;Tyumen State University;http://www.tsu.tmn.ru/;N/A
Lee Schumacher;conf/icde/ColbyCHJJMSW98;Daimler;;N/A
Lee W. Cooprider;journals/cacm/HabermannFC76;Logan College of Chiropractic;http://www.logan.edu/;N/A
Lee-Feng Chien;conf/sigir/Chien95;Jinnah University for Women;http://www.juw.edu.pk/;N/A
Leen Torenvliet;conf/vldb/TorenvlietB83;Catholic University in Ruzomberok;http://www.ku.sk/;N/A
Lei Sheng;conf/icde/ShengOO99|journals/tkde/LeeSBBOO99;Zaporizhzhe National University;http://www.znu.edu.ua/;N/A
Lei Zhou;journals/tkde/ZhouRS97|conf/dasfaa/ZhouRS95;University of Leeds;http://www.leeds.ac.uk/;N/A
Leigh Willard;conf/icdt/WillardY90;Gordon Conwell Theological Seminary;http://www.gcts.edu/;N/A
Leila De Floriani;conf/cosit/FlorianiMP93;Universidad del Magdalena;http://www.unimagdalena.edu.co/;N/A
Lein Harn;journals/tkde/HarnH94|conf/icde/HarnL89;Islamic Azad University, Najaf Abad;http://www.iaun.ac.ir/;N/A
Lejla Rovcanin;conf/adbis/RovcaninM99;Ecole Nationale Vétérinaire d'Alfort;http://www.vet-alfort.fr/;N/A
Leland L. Beck;journals/tods/Beck80|conf/sigmod/Beck76;University of the Air;http://www.u-air.ac.jp/;N/A
Lena Yesil;conf/icde/CorellaKWY84;IBM;;N/A
Lenhart K. Schubert;journals/ai/Schubert76|journals/computer/SchubertPT83|conf/aaai/MillerS88;Jones College;http://www.jones.edu/;N/A
Lennart Augustsson;journals/jfp/HartelFAABBCFGGHHIJKLLLLRSTTTWWW96|journals/cj/AugustssonJ89|conf/lfp/Augustsson84|conf/pepm/Augustsson97;Arkansas State University, Mountain Home;http://www.asumh.edu/;N/A
Lennart Beckman;journals/ai/BeckmanHOS76;Université Hassan Ier - Settat;http://www.uh1.ac.ma/;N/A
Lennert Sloth;journals/cacm/GronbaekHMS94;Arkansas State University, Mountain Home;http://www.asumh.edu/;N/A
Lenore D. Zuck;conf/lics/PnueliZ86;SAIC Motor;;N/A
Lenwood S. Heath;journals/jasis/FoxHNBWHR93|journals/cacm/FoxHCD92|journals/cacm/HeathHNWALGBFDF95|journals/tois/FoxCDH91|conf/acm/FoxCHD89|conf/sigir/FoxCH92|conf/sigir/NowellFHHF96;Karlshochschule International University;http://www.karlshochschule.de/;N/A
Leo Bachmair;journals/logcom/BachmairG94|journals/iandc/BachmairGLS95|conf/cade/BachmairGLS92|conf/lics/BachmairGW93;Persian Gulf University;http://www.pgu.ac.ir/;N/A
Leo Blume;conf/sosp/JeffersonBWBLHLSTWWYB87;Augustana University College;http://www.augustana.ab.ca/;N/A
Leo J. Cole;journals/ibmsj/SundstromSSHDCA87;Fachhochschule St. Pölten;http://www.fh-stpoelten.ac.at/;N/A
Leo Joskowicz;conf/fsttcs/HuynhJLL90;Universität Hildesheim;http://www.uni-hildesheim.de/;N/A
Leo Mark;journals/tkde/TorpMJ98|journals/tkde/JensenMR91|journals/tkde/HarhalakisLMM94|journals/tkde/JensenM92|journals/tkde/BaekgaardM97|journals/tkde/BaekgaardM95|journals/tods/BaekgaardM95|journals/vldb/JensenMRS93|journals/csur/LitwinMR90|conf/er/EverestBFMT87|conf/er/MarkR83|conf/er/Mark83|journals/sigmod/BurnsFJKMRRRT86|journals/is/Mark87|journals/is/Mark89|journals/dke/SellisRMF88|journals/debu/MarkR87|journals/tse/RoussopoulosMSF91|journals/computer/MarkR86|conf/ds/MarkRC85|conf/tfais/MarkR85;Renault;;journals/logcom/ConsoleDT91|conf/vldb/RoweS87|conf/nf2/GutingZ87|conf/vldb/ThomasD93
Leo Obrst;journals/sigmod/SmithO99;Universidad Nacional de General Sarmiento;http://www.ungs.edu.ar/;journals/tods/Smith78|journals/iandc/BlassG82|journals/jcss/SleatorT83|journals/debu/ChawatheGW94|journals/debu/Garcia-MolinaGKKS91|journals/cacm/StefikFBKLS87|journals/cj/ChuLW98
Leo R. Gotlieb;conf/sigmod/Gotlieb75;Universidade Federal do Rio de Janeiro;http://www.ufrj.br/;N/A
Leon A. Shklar;conf/sigmod/ShklarSKT95|conf/caise/ShklarSKS95;Plymouth State College;http://www.plymouth.edu/;N/A
Leon D. Wald;journals/csur/ThurberW75;Fachhochschule Düsseldorf;http://www.fh-duesseldorf.de/;N/A
Leon E. Winslow;conf/vldb/WinslowL75|journals/siamcomp/DavisW82;General Motors;;N/A
Leon J. Mekly;journals/tse/MeklyY80;Handelshochschule Leipzig;http://www.hhl.de/;N/A
Leon J. Osterweil;journals/csur/FosdickO76|journals/tosem/SuttonHO95|journals/computer/Osterweil81|conf/sde/TaylorBCOSWWY88|conf/icse/Osterweil87;Tabari Institute of Higher Education;http://www.tabari.ac.ir/ ;N/A
Leon Sterling;journals/jlp/SterlingB89|conf/cade/SterlingB82|conf/ijcai/SterlingY89|conf/meta/YalcinalpS88;Magna International;;N/A
Leon Vanryckeghem;conf/ijcai/MathonetCV87;China National Building Material Group;;N/A
Leonard Berman;journals/tcs/Berman80|conf/focs/Berman77;Cisco Systems;;N/A
Leonard Brown;journals/sigmod/GruenwaldBDGSSV99;Université Gaston Berger Saint-Louis;http://www.ugb.sn/;N/A
Leonard D. Baumert;journals/jacm/GolombB65;Moscow Power Engineering Institute (Technical University);http://www.mpei.ac.ru/;N/A
Leonard D. Shapiro;journals/tkde/GraefeLS94|journals/tkde/ManninoS90|journals/tods/Shapiro86|conf/sigmod/DeWittKOSSW84|conf/sigmod/SellisS85|journals/tse/VarvelS89|conf/eds/KungHISSS84|conf/oodbs/MaierGSDKV92;Instituto Politécnico de Leiria;http://www.iplei.pt/;N/A
Leonard Friedman;conf/ijcai/Friedman85;University of Central Texas;http://www.vvm.com/uct/;N/A
Leonard J. Bass;conf/ssdbm/Bass81|journals/cacm/BassB81;LG Electronics;;conf/vldb/Leiss82|conf/pods/BrosdaV85|conf/oopsla/KarpovichGF94|journals/tods/Vitter85|conf/sigmod/AcharyaGPR99|journals/dpd/ThakoreS94|journals/tods/MaierMS79
Leonard J. Binns;conf/dbsec/Binns92a|conf/dbsec/Binns92;Handelshochschule Leipzig;http://www.hhl.de/;N/A
Leonard J. Seligman;journals/debu/SeligmanK92|conf/vldb/RosenthalS94|conf/widm/MattoxSS99|conf/ride/SeligmanK93|conf/krdb/SeligmanSMG98;Halmstad University College;http://www.hh.se/;N/A
Leonard M. Adleman;journals/cacm/RivestSA78;Harding University Graduate School of Religion;http://www.hugsr.edu/;N/A
Leonard N. Foner;conf/agents/Foner97a;Universidade Federal do Rio de Janeiro;http://www.ufrj.br/;N/A
Leonard Pitt;journals/ml/AngluinFP92|conf/aii/Pitt89|conf/focs/AngluinFP90;BMW;;N/A
Leonardo Benedetti;conf/pos/RabittiBD94;China National Building Material Group;;N/A
Leonardo Felician;journals/is/Felician90;Tashkent Medical Academy;http://www.tma.uz/;N/A
Leonardo Ligresti;journals/mta/CarrerLAL97;Fachhochschule Düsseldorf;http://www.fh-duesseldorf.de/;N/A
Leonardo Meo-Evoli;conf/edbt/BasiliBM92|conf/ssdbm/Meo-EvoliRS92|conf/dexa/FerriGMR91;Somaliland University of Technology;http://www.somtech.org/;N/A
Leonardo Tininini;conf/pods/GrumbachRT99|conf/pods/GrumbachT00|conf/ssdbm/BezenchekRT96|journals/sigmod/RafanelliBT96;Kanazawa University;http://www.kanazawa-u.ac.jp/;N/A
Leonhard Kampa;conf/ifip/MalyK80;Western Bible College;http://www.westernbible.edu/;N/A
Leonid A. Kalinichenko;conf/er/LeeLLK99|conf/vldb/Kalinichenko78|conf/edbt/Kalinichenko90|conf/adbis/BergK96|conf/adbis/Kalinichenko96|conf/adbis/BriukhovK98|conf/adbis/KuroshevPKZ94|conf/adbis/Kalinichenko99|conf/adbis/Kalinichenko94|conf/adbis/KalinichenkoZ95|conf/adbis/Kalinichenko97|journals/sigmod/Kalinichenko91|conf/ride/Kalinichenko93|conf/ewdw/ChabanKZ94;Kent State University - Stark;http://www.stark.kent.edu/;N/A
Leonid A. Levin;journals/siamcomp/Levin86;Long Island University, Southampton College;http://www.southampton.liunet.edu/;N/A
Leonid B. Sokolinsky;conf/adbis/Sokolinsky99;University of the West Indies St. Augustine;http://www.uwi.tt/;N/A
Leonid Khachiyan;journals/jal/FredmanK96;Sony;;N/A
Leonid Libkin;journals/tkde/GriffinLT97|journals/sigmod/Libkin99|conf/sigmod/GriffinL95|conf/sigmod/ColbyGLMT96|conf/sigmod/LibkinMW96|conf/pods/LibkinW94|conf/pods/BenediktGLS00|conf/pods/Libkin95|conf/pods/BenediktL98|conf/pods/BenediktGL96|conf/pods/BenediktDLW96|conf/pods/BenediktL99|conf/pods/LibkinW93|conf/pods/BenediktL97|conf/mfdbs/DemetrovicsLM89|conf/mfdbs/Libkin91|conf/dbpl/DongLW95|conf/dbpl/Libkin95|conf/dbpl/LibkinW97|conf/dbpl/LibkinW93a|conf/dbpl/LibkinW97a|conf/dbpl/LibkinW93|conf/icdt/Libkin95|conf/icdt/DongLW97|conf/icdt/ColbyL97|conf/icdt/Libkin01|journals/sigmod/BunemanLSTW94|journals/ipl/LibkinW94|journals/ipl/LibkinW95|journals/jacm/BenediktL00|journals/jacm/BenediktDLW98|journals/jcss/LibkinW97|journals/jcss/LibkinW96|journals/tocl/Libkin00|journals/tcs/DongLW00|journals/siamcomp/BenediktL00|conf/dexa/GunterL94|conf/lics/BenediktL96|conf/lics/Libkin97|conf/lics/HellaLNW99;Islamic Azad University, Najaf Abad;http://www.iaun.ac.ir/;N/A
Leonidas Fegaras;conf/sigmod/FegarasM95|conf/sigmod/FegarasSRM00|conf/sigmod/Fegaras98|conf/edbt/StempleFSS90|conf/dbpl/FegarasM95|conf/dbpl/FegarasSS89|conf/dbpl/FegarasS91|conf/dbpl/Fegaras93|conf/dood/FegarasMS93|conf/fpca/SheardF93|conf/cade/FegarasSS92;International Culinary Institute (ICI);http://www.ici-luzern.com/;conf/dpds/RaschidSL88|journals/tkde/LoR98|journals/internet/GuntherMSBK97|conf/wmrd/HisgenBJMSS90|journals/tods/Sagiv83
Leonidas Georgiadis;conf/pdis/FergusonGND93;Saybrook Institute;http://www.saybrook.org/;N/A
Leonidas J. Guibas;journals/algorithmica/ChazelleG86|journals/iandc/LynchGFG86|journals/jcss/GuibasS78|journals/bit/ChazelleGL85|journals/tog/GuibasS85|journals/siamcomp/EdelsbrunnerGS86|conf/popl/GuibasW78|conf/spieSR/GuibasRT95|conf/stoc/GuibasMPR77|conf/soda/BaschGH97|conf/soda/AgarwalEG98|conf/focs/AggarwalCGOY85|conf/focs/GuibasS78|conf/focs/GuibasO77|conf/compgeom/BaschGZ97;Pennsylvania State University - Abington;http://www.abington.psu.edu/;N/A
Leonidas Koveos;journals/debu/StavrosNMYL91;Universitas Negeri Padang;http://www.unp.ac.id/;N/A
Leonie van der Voort;conf/rules/VoortS93|conf/cikm/VoortS93;Apple;;N/A
Leonore Neugebauer;conf/sigmod/Neugebauer91|conf/ssd/Neugebauer89;Florida Christian College;http://www.fcc.edu/;N/A
Leopold Flatto;journals/jacm/CalderbankCF88|journals/jacm/CalderbankCF84;Universidad Privada Boliviana;http://www.upb.edu/;N/A
Leopoldo E. Bertossi;journals/sigmod/RoddickABDEGHLMMMW00|conf/er/MarecoB99|conf/pods/ArenasBC99|conf/icdt/ArenasBC01|conf/krdb/ArenasB98;Tokyo University of Agriculture and Technology;http://www.tuat.ac.jp/;N/A
Les Carr;conf/dl/HitchcockCHHH97|journals/cn/CarrHRHD96;Zhengzhou University of Technology;http://www.zzut.edu.cn/;N/A
Les Gasser;journals/ai/Gasser91|journals/tois/Gasser86|conf/aaai/IshidaYG90|conf/aaai/GasserI91;Aluminum Corporation of China;;N/A
Les L. Miller;journals/ac/HursonMPC90|journals/ac/HursonMPES89;Nippon Steel;;N/A
Les Miller;conf/sigmod/LeuchnerMS88;Czech Technical University of Prague;http://www.cvut.cz/;N/A
Leslie Cooper;conf/tdb/DaviesLHC95;Western Bible College;http://www.westernbible.edu/;N/A
Leslie G. Valiant;journals/tc/Valiant81|journals/cacm/Valiant84|journals/jacm/SkyumV85|journals/jcss/ValiantP75|journals/jcss/AngluinV79|journals/jcss/Valiant75|journals/tcs/Valiant79|journals/tcs/Valiant80|journals/tcs/JerrumVV86|journals/siamcomp/Valiant79|journals/siamcomp/Valiant75|journals/siamcomp/ValiantSBR83|conf/stoc/Valiant83|conf/stoc/Valiant79a|conf/ijcai/Valiant85;Iran University of Medical Sciences;http://www.iums.ac.ir/;N/A
Leslie J. Dotterer;journals/tse/GligorCCDHJJLV87;SAIC Motor;;N/A
Leslie J. Ng;journals/jsac/MalyanNLD93;Fachhochschulstudiengänge Wels;http://www.fh-wels.at/;N/A
Leslie L. Miller;journals/ipl/MillerGKL88|journals/ac/LakshmivarahanDM84;Kamrah International Institute of Technology (KIIT);http://www.kiit.in/;N/A
Leslie Lamport;journals/tc/Lamport79|journals/cacm/Lamport74|journals/cacm/Lamport78|journals/cacm/Lamport77|journals/cacm/DijkstraLMSS78|journals/jacm/Lamport83|journals/jacm/Lamport86a|journals/jacm/PeaseSL80|journals/cn/Lamport78|journals/tse/Lamport77|journals/tocs/ChandyL85|journals/dc/Lamport86|journals/toplas/LamportSP82|journals/toplas/Lamport84|journals/toplas/Lamport83|journals/toplas/OwickiL82|conf/podc/LamportM84;Enel;;N/A
Lester I. McCann;conf/ride/PerrizoMRR91;Handelshochschule Leipzig;http://www.hhl.de/;N/A
Lester Yee;conf/er/YeeH97|journals/tse/HsuBRY91;Johnson & Johnson;;N/A
Leszek A. Maciaszek;conf/er/GettaM95|conf/dasfaa/KorczakMS89|conf/future/MaciaszekDG92;Tokyo University of Agriculture and Technology;http://www.tuat.ac.jp/;N/A
Leszek Gasieniec;conf/cpm/DasFGGK97;Chiang Mai Vocational College;http://www.cmvc.ac.th/;N/A
Leszek Lilien;conf/icde/YuLGTBC86|conf/icde/OrjiLH88|conf/icde/Lilien89|conf/er/BhargavaL83|conf/er/KozacynskiL87|journals/tse/LilienB84|conf/srds/LilienC88;BMW;;N/A
Leszek Pacholski;conf/focs/PacholskiS89;Boeing;;N/A
Letizia Tanca;journals/tkde/CeriGT89|journals/tkde/ParedaensPT95|journals/tods/CeriFPT94|journals/tods/FraternaliT95|journals/tods/CeriFPT95|journals/debu/CeriFPT92|conf/sigmod/CacaceCCFPT93|conf/sigmod/CacaceCCTZ90|conf/vldb/CeriT87|conf/edbt/CeriCGLLTZ88|conf/mfdbs/LambrichtsNPPT89|conf/mfdbs/CacaceCT91|journals/ipl/CeriGTW89|journals/cn/CeriCDFPT99|journals/tse/CacaceCTC92|conf/ride/ZicariCT91|conf/dood/ParedaensPT91|conf/daisd/CeriFPT92|conf/rules/ComaiT97|conf/artdb/ComaiFPT95|conf/sebd/CeriCFPTD99|conf/ewdw/AtzeniT90|conf/adc/FraternaliMT94|conf/fmldo/PeelmanPT91|conf/fmldo/FraternaliPT92;University of Ghana;http://www.ug.edu.gh/;N/A
Lev A. Tenenbaum;conf/mfdbs/Tenenbaum89|journals/ins/GusevPT89|journals/ins/Tenenbaum89;St. Petersburg State Polytechnical University;http://www.spbstu.ru/;N/A
Lev Novik;conf/lpar/GaasterlandGMN92;University of Medicine and Pharmacy of Targu Mures;http://www.umftgm.ro/;N/A
Levent V. Orman;journals/tkde/Orman98|journals/acta/Orman97|journals/is/Orman96|journals/is/Orman84|journals/dke/Orman91;National Institute of Technology, Trichy;http://www.nitt.edu/;N/A
Lewis Hassell;conf/dolap/BuzydlowskiSH98;Université de Caen Basse Normandie;http://www.unicaen.fr/;N/A
Lewis T. Reinwald;conf/ssdbm/HollabaughR81|journals/jacm/ReinwaldS66;College of St. Elizabeth;http://www.st-elizabeth.edu/;N/A
Lewis W. Tucker;journals/pc/Tucker94|journals/computer/TuckerR88;Birla Institute of Technology, Ranchi;http://bitmesraranchi.org/;N/A
Lex Wedemeijer;journals/sigmod/RoddickABDEGHLMMMW00|conf/ride/Wedemeijer01|conf/er/Wedemeijer99|conf/caise/Wedemeijer99;Schiller International University, Paris;http://www.schillerparis.com/;N/A
Li Chen 0016;conf/ride/KramerSCCR01|conf/sigmod/RundensteinerCLCZNJLW99|conf/sigmod/RundensteinerCCSO00|conf/widm/ClaypoolRCK98;Fachhochschule St. Pölten;http://www.fh-stpoelten.ac.at/;N/A
Li Fan;conf/sigcomm/FanCAB98;University of East Srarajevo;http://www.unssa.rs.ba/;N/A
Li Gong;journals/tkde/GongQ95;Indian Institute of Technology, Guwahati;http://www.iitg.ernet.in/;N/A
Li Shen 0001;conf/dexa/ShenS98;Instituto Universitario de Ciencias de la Salud Fundación H.A. Barceló;http://www.barcelo.edu.ar/;N/A
Li Yang;journals/sigmod/Yang94;University of Dallas;http://www.udallas.edu/;N/A
Li Yu;conf/icde/YuO91;Trakia University Stara Zagora;http://www.uni-sz.bg/;journals/jacm/Schwartz80|conf/aaai/Gelfond87|conf/edbt/LopesPL00|journals/siamcomp/ShihLC91
